ABC type,Catalogue,CCI/PAS ID,Wt,Findspot,lat,long,Hoard year,County only,Var obv,Var rev
2072,0,610044,1,Stow-on-the-Wold,51.9322,-1.7251,,,,
2072,0,610062,1.01,Nunney,51.2035,-2.4022,1860,,,
2072,0,630004,1.04,Nunney,51.2035,-2.4022,1860,,,
2072,0,640005,1.09,,,,,,,
2072,0,670014,1.03,,,,,,,
2072,0,680002,1.05,,,,,,,
2072,0,680003,1.27,Nunney,51.2035,-2.4022,1860,,,
2072,0,690062,1.21,Nunney,51.2035,-2.4022,1860,,,
2072,0,690063,0.96,Nunney,51.2035,-2.4022,1860,,,
2072,0,690064,1.24,Nunney,51.2035,-2.4022,1860,,,
2072,0,690065,1.35,Nunney,51.2035,-2.4022,1860,,,
2072,0,690066,0.9,Nunney,51.2035,-2.4022,1860,,,
2072,0,700007,0.88,Colerne,52.4557,-2.2748,1957,,,
2072,0,720006,1.11,,,,,,,
2072,0,720667,1.28,,,,,,,
2072,0,720680,,,,,,,,
2072,0,730031,0.91,"Salperton, Cotswold",,,,,,
2072,0,730032,1.15,Duston,52.2334,-0.9351,,,,
2072,0,730033,1.15,,,,,,,
2072,0,800005,1.2,Widcombe,51.3745,-2.3606,,,,
2072,0,810006,1.16,,,,,,,
2072,0,810007,0.84,,,,,,,
2072,0,810008,,"Salmonsbury, Cotswold",,,,,,
2072,0,820055,0.78,Bagendon,51.7527,-1.9869,,,,
2072,0,830054,1,Ramsbury,51.4282,-1.5699,,,,
2072,0,830237,0.93,Gloucestershire,,,,,,
2072,0,830240,0.7,Gloucestershire,,,,,,
2072,0,830282,1.05,North Cerney,51.7797,-2.0159,,,,
2072,0,840391,1.15,Camerton,51.3112,-2.4605,,,,
2072,0,840659,0.8,Gloucester,,,,,,
2072,0,850058,1.05,Bicester,51.8935,-1.1586,,,,
2072,0,890216,0.98,Bidford-on-Avon,52.1482,-1.8553,,,,
2072,0,910029,0.51,North Cerney,51.7797,-2.0159,,,,
2072,0,921055,0.98,,,,,,,
2072,0,921057,1.07,,,,,,,
2072,0,921079,1.07,,,,,,,
2072,0,930138,0.93,,,,,,,
2072,0,941154,1.08,Worcester,,,,,,
2072,0,941406,1.06,Bagendon,51.7527,-1.9869,,,,
2072,0,950585,1.11,Alcester,52.2112,-1.8843,,,,
2072,0,950699,0.91,,,,,,,
2072,0,951076,,,,,,,,
2072,0,961941,1.12,,,,,,,
2072,0,962643,1.1,,,,,,,
2072,0,971293,1.02,,,,,,,
2072,0,971294,,,,,,,,
2072,0,971295,,,,,,,,
2072,0,980084,1.12,Nunney,51.2035,-2.4022,1860,,,
2072,0,980098,1,Nunney,51.2035,-2.4022,1860,,,
2072,0,980100,1.15,Nunney,51.2035,-2.4022,1860,,,
2072,0,980102,0.89,Nunney,51.2035,-2.4022,1860,,,
2072,0,980103,1.25,Nunney,51.2035,-2.4022,1860,,,
2072,0,980104,1.12,Nunney,51.2035,-2.4022,1860,,,
2072,0,982247,1.1,Bicester,51.8935,-1.15856,,,,
2072,0,990391,,,,,,,,
2072,0,990572,0.91,South Cerney,51.6718,-1.9436,,,,
2072,0,990662,0.79,Lower Slaughter,53.8963,-1.7689,,,,
2072,0,991362,0.68,horndean,50.9393,-1.0193,,,,
2072,0,991933,0.92,,,,,,,
2072,1,BERK-5DA762,1.1,"Bampton, West Oxfordshire",,,,,,
2072,1,GLO-1B8BF7,0.45,Highnam,51.8761,-2.2971,,,,
2072,1,GLO-7317EF,0.61,Sth Glouscestershire,51.5264,2.4728,,Y,,
2072,1,GLO-C020C5,1.12,Stroud,,,,,,
2072,1,LANCUM-3C71FB,1.03,Northleach with Eastington,51.825,-1.842,,,,
2072,1,SUR-7AD24,1.15,East Boldre,50.816,-1.49,,,,
2081,0,41,1.09,Gloucester,51.8603,-2.2483,,,,
2081,0,646,1.3,,,,,,,
2081,0,873,1.2,Gloucester,51.8603,-2.2483,,,,
2081,0,1057,1.09,Charlbury,51.8685,-1.4931,,,,
2081,0,1061,,,,,,,,
2081,0,1135,0.76,,,,,,,
2081,0,2033,,Pershore,52.1123,-2.089,1993,,,
2081,0,10012,,Evesham,52.0943,-1.9576,,,,
2081,0,10071,0.8,Netherton,52.0674,-2.016,,,,
2081,0,10140,0.97,Oxford,51.7504,-1.2626,,,,
2081,0,10534,0.95,Stonesfield,51.8502,-1.4352,,,,
2081,0,11127,0.83,Charlbury,51.8685,-1.4931,,,,
2081,0,20183,0.56,Evesham,52.0943,-9577,,,,
2081,0,20337,0.85,Gloucester,51.8603,-2.2483,,,,
2081,0,20341,0.96,Bagendon,51.7527,-1.9869,,,,
2081,0,20501,,Padstow,50.5553,-4.9519,,,,
2081,0,20779,0.96,Eynsham,51.788,-1.3781,,,,
2081,0,30257,0.85,Cirencester,51.7167,-1.9725,,,,
2081,0,30371,0.71,Gloucester,51.8603,-2.2483,,,,
2081,0,30602,1.09,Dowdeswell,51.8696,-2.0159,,,,
2081,0,30663,0.9,,,,,,,
2081,0,30749,1.11,,,,,,,
2081,0,30790,0.93,Gloucester,51.8603,-2.2483,,,,
2081,0,31328,1.04,,,,,,,
2081,0,31375,,,,,,,,
2081,0,31483,1,,,,,,,
2081,0,40367,,,,,,,,
2081,0,40421,0.51,,,,,,,
2081,0,40505,,Kington St Michael,51.4919,-2.1454,,,,
2081,0,40599,0.64,Standish,51.7703,-2.2912,,,,
2081,0,41023,,,,,,,,
2081,0,41048,1.1,,,,,,,
2081,0,42026,1.01,,,,,,,
2081,0,610046,1.23,Nunney,51.2035,-2.4022,1860,,,
2081,0,610047,0.94,Nunney,51.2035,-2.4022,1860,,,
2081,0,610048,1.14,,,,,,,
2081,0,610049,0.68,Dorchester,50.7088,-2.4404,,,,
2081,0,610050,0.58,Weston under Penyard,51.9044,-2.5247,,,,
2081,0,610051,,"Old Sleaford, North Kesteven",52.9989,-0.3983,,,,
2081,0,640006,1.12,Duston,52.2338,-0.9764,,,,
2081,0,660018,0.6,Widcombe,51.3745,-2.3606,,,,
2081,0,660019,0.77,"Cathedral, Worcester",52.184,-2.2208,,,,
2081,0,670015,0.98,,,,,,,
2081,0,670016,0.91,,,,,,,
2081,0,670017,1.01,,,,,,,
2081,0,690071,0.79,Fenland (Hengistbury Head???),51.5643,0.016477,,,,
2081,0,690072,1.07,Nunney,51.2035,-2.4022,1860,,,
2081,0,690073,0.69,Fenland (Hengistbury Head???),51.5643,0.016477,,,,
2081,0,690075,1.07,Nunney,51.2035,-2.4022,1860,,,
2081,0,690076,1.2,Nunney,51.2035,-2.4022,1860,,,
2081,0,690077,1.1,Nunney,51.2035,-2.4022,1860,,,
2081,0,690078,1.19,,,,,,,
2081,0,690079,1.18,,,,,,,
2081,0,690080,1.16,,,,,,,
2081,0,690081,0.92,,,,,,,
2081,0,690082,1.25,Nunney,51.2035,-2.4022,1860,,,
2081,0,700010,0.91,Alcester,52.2111,-1.8697,,,,
2081,0,700011,1.07,Alcester,52.2111,-1.8697,,,,
2081,0,700012,0.91,Andoversford,51.8696,-1.9724,,,,
2081,0,710004,0.67,Whitton,51.4305,-3.3248,,,,
2081,0,720007,1.23,,,,,,,
2081,0,720678,1.18,,,,,,,
2081,0,720679,1.16,,,,,,,
2081,0,730037,1.25,,,,,,,
2081,0,730038,0.94,,,,,,,
2081,0,730039,1.15,,,,,,,
2081,0,730041,0.85,Folkestone,51.0714,1.1675,1979,,,
2081,0,750002,1.02,Kingscote,51.6534,-2.2905,,,,
2081,0,790004,,Fenland (Hengistbury Head???),,,,,,
2081,0,800007,1.06,Widcombe,513745,-2.3606,,,,
2081,0,800009,1.25,Widcombe,513745,-2.3606,,,,
2081,0,810009,0.94,,,,,,,
2081,0,810010,0.89,Uley,51.6893,-2.3197,,,,
2081,0,820056,,,,,,,,
2081,0,820057,,"Perrott's Brook, Cotswold",51.753,-1.9739,,,,
2081,0,820058,,,,,,,,
2081,0,820059,0.56,Bagendon,51.7527,-1.9869,,,,
2081,0,820060,0.89,Caerwent,51.5973,-2.7666,,,,
2081,0,830210,1.06,,,,,,,
2081,0,830235,0.91,,,,,,,
2081,0,830374,1.04,,,,,,,
2081,0,840390,1.11,Camerton,51.3112,-2.4605,,,,
2081,0,840661,0.85,,,,,,,
2081,0,850075,,Fenland (Hengistbury Head???),,,,,,
2081,0,860089,,,,,,,,
2081,0,860090,,,,,,,,
2081,0,880002,0.78,Moulsham and Central,51.7269,0.4601,,,,
2081,0,880078,0.96,Compton Verney,52.1743,-1.5335,,,,
2081,0,900038,1.11,Wickhamford,52.0584,-1.9139,,,,
2081,0,900742,0.63,North Cerney,51.7797,-2.0159,,,,
2081,0,910019,0.49,"Kingsholm, Gloucester",51.8724,-2.2415,,,,
2081,0,910326,0.96,"Cathedral, Worcester",52.193,-2.2209,,,,
2081,0,920691,1.16,Swindon,51.5547,-1.785,,,,
2081,0,921056,1.11,,,,,,,
2081,0,930235,0.89,,,,,,,
2081,0,930494,,Wiltshire,51.2463,-1.9922,,Y,,
2081,0,940238,0.98,,,,,,,
2081,0,940925,1.07,"Market Lavington, Wiltshire",51.2868,-1.9775,,,,
2081,0,940988,1.3,Cleeve Prior,52.1392,-1.8845,,,,
2081,0,941095,0.96,Castle Eaton,51.6536,-1.799,,,,
2081,0,941326,1.15,Ashleworth,51.9232,-2.2777,,,,
2081,0,950269,1.31,,,,,,,
2081,0,950549,0.96,,,,,,,
2081,0,950648,0.89,,,,,,,
2081,0,951287,1.04,,,,,,,
2081,0,953290,1.06,Chesterton and Kingston,52.2191,-1.4891,,,,
2081,0,953568,1,,,,,,,
2081,0,960991,0.7,Evenley,52.0103,-1.1418,,,,
2081,0,961565,1.09,,,,,,,
2081,0,961942,1.05,,,,,,,
2081,0,963356,1.11,Kingscote,51.6534,-2907,,,,
2081,0,963382,,,,,,,,
2081,0,963430,0.94,Alcester,52.2112,-1.8843,,,,
2081,0,970165,,witney,51.8055,-1.4793,,,,
2081,0,970833,1.26,,,,,,,
2081,0,971295,,,,,,,,
2081,0,971298,0.91,,,,,,,
2081,0,971299,,,,,,,,
2081,0,971300,,,,,,,,
2081,0,972293,1.13,Tysoe,52.0933,-1.5051,,,,
2081,0,980101,1.24,Nunney,51.2035,-2.4022,1860,,,
2081,0,980105,0.98,Nunney,51.2035,-2.4022,1860,,,
2081,0,980107,1.08,Nunney,51.2035,-2.4022,1860,,,
2081,0,980297,,,,,,,,
2081,0,981397,0.85,,,,,,,
2081,0,981421,1.02,"Maes Knoll, Bristol",51.3848,-2.5815,,,,
2081,0,981987,0.8,,,,,,,
2081,0,990322,1,,,,,,,
2081,0,991056,0.88,Great Witley,52.2916,-2.368,,,,
2081,0,991240,1,,,,,,,
2081,0,991364,0.85,Woodstock,51.8409,-1.3628,,,,
2081,0,991812,,,,,,,,
2081,0,991934,1.41,,,,,,,
2081,0,992157,,,,,,,,
2081,1,GLO-C8A008,0.55,Priston,51.347,-2.446,,,,
2081,1,GLO-D8BDC6,0.78,Sth Gloucestershire,51.5264,-2.4728,,,,
2081,1,IARWC-63DAE16A0C,0.89,"Caldicot, Monmouthshire",51.5915,-2.7509,,,,
2081,1,IARWC-63DAE832,0.67,"Whitton, Vale of Glamorgan",51.4328,-3.3579,,,,
2081,1,LANCUM-1E71D3,0.85,Northleach,51.4201,-1.7271,,,,
2081,1,LEIC-4E6F78,0.82,West Oxfordshire,51.851,-1.653,,,,
2081,1,LON-AD16C1,0.88,"Boxley, Maidstone",51.3022,0.5431,1980,,,
2081,1,WILT-53E188,1.09,West Lavington,51.267,-1.987,,,,
2084,0,20097,1.18,Ashleworth,51.9232,-2.2777,,,,
2084,0,20365,0.83,Woodstock,51.8409,-1.3628,,,,
2084,0,20872,0.78,,,,,,,
2084,0,21131,0.52,Ashleworth,51.9232,-2.2777,,,,
2084,0,30923,1.23,Ashleworth,51.9232,-2.2777,,,,
2084,0,40208,1,Wiltshire,51.2463,-1.9922,,Y,,
2084,0,41168,0.9,,,,,,,
2084,0,41169,1.1,,,,,,,
2084,0,41170,1.2,,,,,,,
2084,0,90741,1.09,North Cerney,51.7797,-2.0159,,,,
2084,0,660020,1.01,Nunney,51.2035,-2.4022,1860,,,
2084,0,690074,1.09,Nunney,51.2035,-2.4022,1860,,,
2084,0,700008,0.86,Colerne,51.4557,-2.2748,1957,,,
2084,0,750003,1.14,Butcombe,51.3549,-2.7194,,,,
2084,0,910322,0.86,Bedford-on-Avon,52.1482,-1.8699,,,,
2084,0,930572,,,,,,,,
2084,0,941091,1.35,Castle Eaton,51.6536,-1.799,,,,
2084,0,941461,1.21,,,,,,,
2084,0,953388,1.04,Gloucestershire,51.8662,-2.238,,Y,,
2084,0,959658,0.83,,,,,,,
2084,0,962644,1,,,,,,,
2084,0,971512,0.83,,,,,,,
2084,0,981215,1.18,,,,,,,
2084,0,981425,0.97,Witney,51.8055,-1.4793,,,,
2084,1,WILT-3AB775,0.88,Near Devizes,51.3489,-1.9948,,,,
2084,1,WILT-41F6C6,0.82,Cricklade,51.6381,-1.8564,,,,
,0,820340,,,,,,,,
,0,900820,1.15,Aldermaston,51.381,-1.1536,,,,
,0,930207,0.74,Beedon,51.4989,-1.3099,,,,
,0,930279,0.8,,,,,,,
,0,930394,,,,,,,,
,0,950471,0.66,,,,,,,
,0,953288,1.91,Welford-on-Avon,52.1661,-1.7967,,,,
,0,953400,0.85,Uffington,51.5991,-1.5683,,,,
,0,953401,0.85,Uffington,51.5991,-1.5683,,,,
,0,963361,,Siddington,51.6897,-1.958,,,,
,0,963364,,Kingscote,51.6534,-2.2905,,,,
,0,963383,,,,,,,,
,0,970994,1.09,Chieveley,51.454,-1.325,,,,
,0,982238,,,,,,,,
,0,990388,,,,,,,,
,0,991930,0.97,,,,,,,
,0,,,,,,,,,
,1,GLO-AB87B6,1.03,Stroud,51.7457,-2.2178,,,,
,1,GLO-BA71C3,1.31,"Winchcombe, Tewkesbury",51.9572,-1.9692,,,,
